zip_code,Population Density (Per Sq. Mile),incomeBelowPovertyLevelProportion,incomePerCapita,incomeGiniIndex,underPoverty,popDensity,whiteMajority,eduHsOrLessProportion,eduHsProportion,eduBachOrBetterProportion,eduEnrollmentProportion,eduDropoutProportion,employedProportion,employedPvtSecProportion,employedPubSecProportion,employedSelfEmpProportion,employedPvtNonProProportion,employedUnpaidFamProportion,insuredProportion,housingRentMoreThan30pcProportion,longitude,latitude
17845,29.50226,0.12452107279693486,21695.0,0.3925,0,29.50226,0.9880952380952381,0.1853932584269663,0.7191011235955056,0.09550561797752809,0.15010799136069114,0.09322033898305085,0.9474260679079957,0.7202312138728324,0.10404624277456648,0.10867052023121387,0.06705202312138728,0.0,0.8024494142705005,0.36619718309859156,,
17846,85.19952,0.09612251547735419,26764.0,0.4317,0,85.19952,0.9754864796563053,0.10638297872340426,0.7003836763167074,0.1932333449598884,0.2105674128058303,0.04371584699453552,0.9410443571027512,0.649164677804296,0.12708830548926014,0.10560859188544153,0.11396181384248211,0.004176610978520286,0.924792531120332,0.3106796116504854,,
17847,246.4051,0.12440994440365048,25355.0,0.4145,0,246.4051,0.9454341058457281,0.13785019341226115,0.705544484820068,0.15660532176767084,0.17476593847525634,0.01675977653631285,0.956647892131763,0.7057983942908118,0.11614629794826048,0.07065120428189117,0.10740410347903658,0.0,0.9333741365742765,0.3333333333333333,,
17850,2289.469,0.11074380165289256,22482.0,0.3712,0,2289.469,1.0,0.23674242424242425,0.6628787878787878,0.10037878787878787,0.23160762942779292,0.0,0.9885844748858448,0.8267898383371824,0.11316397228637413,0.0,0.04849884526558892,0.011547344110854504,0.935656836461126,0.2631578947368421,,
17851,504.7854,0.13990861824484008,22955.0,0.4571,0,504.7854,0.9686151431934091,0.13852220126864392,0.7373564203668781,0.12412137836447797,0.1568705850992936,0.2696629213483146,0.9231927710843374,0.6861337683523654,0.14486133768352366,0.05187601957585644,0.11712887438825449,0.0,0.9213677488025546,0.39271882261812546,,
17853,80.91219,0.07894736842105263,22632.0,0.4195,0,80.91219,0.9704850964348334,0.30182341650671785,0.6098848368522073,0.08829174664107485,0.22417982989064397,0.2862903225806452,0.9576416714367487,0.7214584578601315,0.07053197848176927,0.16736401673640167,0.03407053197848177,0.00657501494321578,0.7732320280537697,0.208,,
17855,594.6887,0.0625,27044.0,0.3995,0,594.6887,0.9888027562446167,0.059343434343434344,0.7348484848484849,0.2058080808080808,0.23513513513513515,0.0,0.9589905362776026,0.6825657894736842,0.13980263157894737,0.07401315789473684,0.10361842105263158,0.0,0.9414298018949182,0.391304347826087,,
17856,90.90236,0.11496913580246913,26436.0,0.3936,0,90.90236,1.0,0.10701754385964912,0.7478070175438597,0.14517543859649124,0.23503603885929175,0.11176470588235295,0.9279393173198482,0.6682561307901907,0.09741144414168937,0.0681198910081744,0.1362397820163488,0.02997275204359673,0.8509451502943911,0.24444444444444444,,
17857,277.222,0.08818493150684932,28584.0,0.3873,0,277.222,0.9772390572390572,0.1043956043956044,0.6518315018315018,0.24377289377289377,0.18104647926523795,0.047337278106508875,0.9665022072189042,0.6582482536270822,0.0953788285867813,0.07200429876410532,0.17436861902203116,0.0,0.950474618241849,0.45754119138149557,,
17859,72.28243,0.07736516357206012,30324.0,0.4565,0,72.28243,0.974524578399713,0.11371237458193979,0.6865742952699474,0.19971333014811277,0.17660125879303962,0.029411764705882353,0.9575371549893843,0.6866223207686623,0.1123429416112343,0.09608277900960828,0.1049519586104952,0.0,0.9558052434456928,0.34806629834254144,,
17860,97.88864,0.08200103145951522,29075.0,0.4451,0,97.88864,0.9980650154798761,0.11634844868735084,0.6282816229116945,0.2553699284009546,0.23455332546241636,0.32231404958677684,0.9431643625192012,0.5586319218241043,0.13843648208469056,0.12052117263843648,0.1758957654723127,0.006514657980456026,0.9253095975232198,0.47368421052631576,,
17862,1291.212,0.1353211009174312,16255.0,0.3018,1,1291.212,0.9868173258003766,0.088,0.832,0.08,0.251953125,0.16129032258064516,0.9304635761589404,0.9217081850533808,0.014234875444839857,0.0,0.06405693950177936,0.0,0.7664783427495292,0.5212765957446809,,
17864,111.7361,0.17038413878562578,18477.0,0.4058,0,111.7361,0.9910594546267323,0.3581979320531758,0.5391432791728212,0.10265878877400296,0.20683020683020684,0.4152542372881356,0.9710144927536232,0.6407960199004975,0.07064676616915423,0.2109452736318408,0.07064676616915423,0.006965174129353234,0.5847116674117121,0.35802469135802467,,
17866,415.4221,0.191695832007636,16491.0,0.431,0,415.4221,0.8174405218726016,0.21064243997404283,0.6970798182998054,0.09227774172615184,0.14785342371549268,0.03275529865125241,0.9069698759598346,0.6792575708238359,0.15141647671768155,0.07815043959622273,0.09117551286225985,0.0,0.9126122503685833,0.3303471444568869,,
17867,41.11396,0.11764705882352941,19672.0,0.3876,0,41.11396,1.0,0.11320754716981132,0.8301886792452831,0.05660377358490566,0.2589928057553957,0.0,0.9384615384615385,0.6557377049180327,0.11475409836065574,0.09836065573770492,0.13114754098360656,0.0,0.9863013698630136,0.16666666666666666,,
17868,1704.022,0.015906680805938492,35761.0,0.4271,0,1704.022,0.9624125874125874,0.036939313984168866,0.6068601583113457,0.3562005277044855,0.16089803554724041,0.0,0.9766763848396501,0.6776119402985075,0.08955223880597014,0.022388059701492536,0.21044776119402986,0.0,0.9895104895104895,0.21348314606741572,,
17870,342.7636,0.08160368990597835,28544.0,0.4162,0,342.7636,0.9472662568747978,0.13370797403352389,0.6173820366243581,0.248909989342118,0.27825398918633787,0.061224489795918366,0.9772298253893346,0.7056621996861041,0.099601593625498,0.06205481105879512,0.1309911867680792,0.0016902088615236026,0.9309434211394996,0.356268221574344,,
17872,225.9591,0.1835185687178097,21102.0,0.4295,0,225.9591,0.9710888064586516,0.1269937718365487,0.7376576029166034,0.13534862524684793,0.19720044792833147,0.02610441767068273,0.9289969025494401,0.7024878173890742,0.14054885868171327,0.0648884329315209,0.09181841497819954,0.00025647601949217746,0.9276674667248527,0.4358322744599746,,
17876,997.8463,0.12224448897795591,23884.0,0.3994,0,997.8463,0.9302325581395349,0.07916355489171023,0.6923076923076923,0.22852875280059745,0.17647058823529413,0.16176470588235295,0.950186799501868,0.5714285714285714,0.19003931847968544,0.11009174311926606,0.12450851900393185,0.003931847968545216,0.9486208761492698,0.3170731707317073,,
17878,64.7522,0.10054347826086957,26071.0,0.4177,0,64.7522,0.9838827838827838,0.13157894736842105,0.7105263157894737,0.15789473684210525,0.18269947800149142,0.057692307692307696,0.9566666666666667,0.6341463414634146,0.156794425087108,0.078397212543554,0.13066202090592335,0.0,0.9627329192546584,0.3793103448275862,,
17881,310.6955,0.093255620316403,21939.0,0.3639,0,310.6955,0.9749492213947191,0.15595463137996218,0.7608695652173914,0.0831758034026465,0.20689655172413793,0.0,0.9594202898550724,0.7416918429003021,0.09969788519637462,0.07250755287009064,0.08610271903323263,0.0,0.9316181448882871,0.3645833333333333,,
17884,455.711,0.2923076923076923,17527.0,0.481,0,455.711,0.9911111111111112,0.11627906976744186,0.8255813953488372,0.05813953488372093,0.14814814814814814,0.23529411764705882,0.9662921348314607,0.6162790697674418,0.22093023255813954,0.09302325581395349,0.06976744186046512,0.0,0.8755555555555555,0.4444444444444444,,
17886,1346.958,0.23506366307541626,24153.0,0.3473,0,1346.958,0.6272865853658537,0.09237536656891496,0.7126099706744868,0.19501466275659823,0.1964856230031949,0.37967914438502676,0.9732142857142857,0.7195281782437746,0.06684141546526867,0.047182175622542594,0.16644823066841416,0.0,0.8384146341463414,0.275092936802974,,
